2023-05-22 15:05:444 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:935 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (206c4c6186f0de04bbb7ec3b9878ddbe)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 16:05:679 INFO  AddUserPage :65 - Enter user name : [[ChromeDriver: chrome on WINDOWS (206c4c6186f0de04bbb7ec3b9878ddbe)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 16:05:358 INFO  AddUserPage :95 - Send text : [[ChromeDriver: chrome on WINDOWS (206c4c6186f0de04bbb7ec3b9878ddbe)] -> xpath: (//input[@type='password'])[1]]
2023-05-22 16:05:558 INFO  AddUserPage :89 - Send text : [[ChromeDriver: chrome on WINDOWS (206c4c6186f0de04bbb7ec3b9878ddbe)] -> xpath: (//input[@type='password'])[2]]
2023-05-22 16:05:635 INFO  AddUserPage :77 - Click on save : [[ChromeDriver: chrome on WINDOWS (206c4c6186f0de04bbb7ec3b9878ddbe)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-05-22 16:05:42 INFO  AddUserPage :122 - Get text : [[ChromeDriver: chrome on WINDOWS (206c4c6186f0de04bbb7ec3b9878ddbe)] -> xpath: //div[@class='oxd-toast-content oxd-toast-content--success']/p[2]]
2023-05-22 16:05:384 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:106 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:498 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:862 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:815 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:901 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:297 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:779 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: //input[@placeholder='username']]
2023-05-22 16:05:58 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: //input[@placeholder='password']]
2023-05-22 16:05:237 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 16:05:114 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 16:05:553 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 16:05:155 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 16:05:502 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 16:05:617 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 16:05:953 INFO  ViewSystemUsersPage :75 - Get text [[ChromeDriver: chrome on WINDOWS (23a9426c8cabb62e6c3a94ad47e8b169)] -> xpath: //div[@class='oxd-table-card']/div/div[2]/div]
2023-05-22 16:05:587 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:40 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //input[@placeholder='username']]
2023-05-22 16:05:309 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //input[@placeholder='password']]
2023-05-22 16:05:476 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 16:05:416 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 16:05:852 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 16:05:347 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 16:05:614 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 16:05:773 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 16:05:166 INFO  ViewSystemUsersPage :75 - Get text [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //div[@class='oxd-table-card']/div/div[2]/div]
2023-05-22 16:05:274 INFO  ViewSystemUsersPage :70 - Click on [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: (//i[@class='oxd-icon bi-check oxd-checkbox-input-icon'])[2]]
2023-05-22 16:05:451 INFO  ViewSystemUsersPage :82 - Click on [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //button[normalize-space()='Delete Selected']]
2023-05-22 16:05:668 INFO  ViewSystemUsersPage :64 - Click on [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //button[normalize-space()='Yes, Delete']]
2023-05-22 16:05:959 INFO  ViewSystemUsersPage :136 - Get text [[ChromeDriver: chrome on WINDOWS (eb67c1373c0faad1666907001c9d2ded)] -> xpath: //div[@class='oxd-toast-content oxd-toast-content--success']/p[2]]
2023-05-22 16:05:108 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:473 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (2973dc455d5fc26591e40672b21cffc7)] -> xpath: //input[@placeholder='username']]
2023-05-22 16:05:701 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (2973dc455d5fc26591e40672b21cffc7)] -> xpath: //input[@placeholder='password']]
2023-05-22 16:05:949 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (2973dc455d5fc26591e40672b21cffc7)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 16:05:489 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (2973dc455d5fc26591e40672b21cffc7)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 16:05:955 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (2973dc455d5fc26591e40672b21cffc7)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 16:05:455 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (2973dc455d5fc26591e40672b21cffc7)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 16:05:692 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (2973dc455d5fc26591e40672b21cffc7)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 16:05:856 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (2973dc455d5fc26591e40672b21cffc7)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 16:05:328 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 16:05:658 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: //input[@placeholder='username']]
2023-05-22 16:05:938 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: //input[@placeholder='password']]
2023-05-22 16:05:284 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 16:05:02 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 16:05:433 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 16:05:915 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 16:05:165 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 16:05:384 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 16:05:708 INFO  AddUserPage :127 - Get text : [[ChromeDriver: chrome on WINDOWS (89bf49d56fb7f159e932728678fcc750)] -> xpath: //span[normalize-space()='No Records Found']]
2023-05-22 17:05:598 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:473 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:937 INFO  LoginPage :34 - Logo is displayed [[ChromeDriver: chrome on WINDOWS (792ab2fb13b1aa4ab6bc0f450a0776eb)] -> xpath: //div[@class='orangehrm-login-logo']//img[@alt='orangehrm-logo']]
2023-05-22 17:05:506 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:413 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (521fa23b5af1995066591160594226e2)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:623 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (521fa23b5af1995066591160594226e2)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:748 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (521fa23b5af1995066591160594226e2)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:467 INFO  DashboardPage :36 - Click on [[ChromeDriver: chrome on WINDOWS (521fa23b5af1995066591160594226e2)] -> xpath: //img[@class='oxd-userdropdown-img']]
2023-05-22 17:05:485 INFO  DashboardPage :30 - Mouse hover on [[ChromeDriver: chrome on WINDOWS (521fa23b5af1995066591160594226e2)] -> xpath: (//a[@class='oxd-userdropdown-link'])[4]]
2023-05-22 17:05:877 INFO  LoginPage :38 - Get text [[ChromeDriver: chrome on WINDOWS (521fa23b5af1995066591160594226e2)] -> xpath: //h5[@class='oxd-text oxd-text--h5 orangehrm-login-title']]
2023-05-22 17:05:569 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:144 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (81dafc86640dbc28959e4f388b8f23d1)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:368 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (81dafc86640dbc28959e4f388b8f23d1)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:585 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (81dafc86640dbc28959e4f388b8f23d1)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:72 INFO  DashboardPage :41 - Get text [[ChromeDriver: chrome on WINDOWS (81dafc86640dbc28959e4f388b8f23d1)] -> xpath: //h6[normalize-space()='Dashboard']]
2023-05-22 17:05:323 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:257 INFO  LoginPage :34 - Logo is displayed [[ChromeDriver: chrome on WINDOWS (b50490dea22640167afb0b72836d241c)] -> xpath: //div[@class='orangehrm-login-logo']//img[@alt='orangehrm-logo']]
2023-05-22 17:05:714 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:954 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (2494ca928cf072f6a3999cff50ec9034)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:165 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (2494ca928cf072f6a3999cff50ec9034)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:259 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (2494ca928cf072f6a3999cff50ec9034)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:882 INFO  DashboardPage :36 - Click on [[ChromeDriver: chrome on WINDOWS (2494ca928cf072f6a3999cff50ec9034)] -> xpath: //img[@class='oxd-userdropdown-img']]
2023-05-22 17:05:16 INFO  DashboardPage :30 - Mouse hover on [[ChromeDriver: chrome on WINDOWS (2494ca928cf072f6a3999cff50ec9034)] -> xpath: (//a[@class='oxd-userdropdown-link'])[4]]
2023-05-22 17:05:342 INFO  LoginPage :38 - Get text [[ChromeDriver: chrome on WINDOWS (2494ca928cf072f6a3999cff50ec9034)] -> xpath: //h5[@class='oxd-text oxd-text--h5 orangehrm-login-title']]
2023-05-22 17:05:342 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:513 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:659 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:773 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:688 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 17:05:186 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 17:05:898 INFO  AddUserPage :71 - Click add user : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //button[normalize-space()='Add']]
